"Date","Province","HA","HSDA","Cases_Reported","Cases_Reported_Smoothed"
2020-05-24,"Out of Canada","Out of Canada","Out of Canada",2,0.71
2020-05-25,"BC","All","All",7,11.29
2020-05-25,"BC","Fraser","All",6,8.86
2020-05-25,"BC","Fraser","Fraser East",0,4
2020-05-25,"BC","Fraser","Fraser North",0,1
2020-05-25,"BC","Fraser","Fraser South",6,3.86
2020-05-25,"BC","Fraser","Unknown",0,0
2020-05-25,"BC","Interior","All",0,0.71
2020-05-25,"BC","Interior","East Kootenay",0,0
2020-05-25,"BC","Interior","Kootenay Boundary",0,0.29
2020-05-25,"BC","Interior","Okanagan",0,0
2020-05-25,"BC","Interior","Thompson Cariboo Shuswap",0,0.43
2020-05-25,"BC","Northern","All",0,0.29
2020-05-25,"BC","Northern","Northeast",0,0
2020-05-25,"BC","Northern","Northern Interior",0,0.29
2020-05-25,"BC","Northern","Northwest",0,0
2020-05-25,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-05-25,"BC","Vancouver Coastal","All",1,1
2020-05-25,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0
2020-05-25,"BC","Vancouver Coastal","Richmond",0,0
2020-05-25,"BC","Vancouver Coastal","Unknown",0,0
2020-05-25,"BC","Vancouver Coastal","Vancouver",1,1
2020-05-25,"BC","Vancouver Island","All",0,0.43
2020-05-25,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-05-25,"BC","Vancouver Island","North Vancouver Island",0,0
2020-05-25,"BC","Vancouver Island","South Vancouver Island",0,0.43
2020-05-25,"Out of Canada","Out of Canada","Out of Canada",0,0.57
2020-05-26,"BC","All","All",5,10.14
2020-05-26,"BC","Fraser","All",4,7.86
2020-05-26,"BC","Fraser","Fraser East",1,3
2020-05-26,"BC","Fraser","Fraser North",1,1
2020-05-26,"BC","Fraser","Fraser South",2,3.86
2020-05-26,"BC","Fraser","Unknown",0,0
2020-05-26,"BC","Interior","All",0,0.43
2020-05-26,"BC","Interior","East Kootenay",0,0
2020-05-26,"BC","Interior","Kootenay Boundary",0,0.14
2020-05-26,"BC","Interior","Okanagan",0,0
2020-05-26,"BC","Interior","Thompson Cariboo Shuswap",0,0.29
2020-05-26,"BC","Northern","All",1,0.43
2020-05-26,"BC","Northern","Northeast",0,0
2020-05-26,"BC","Northern","Northern Interior",1,0.43
2020-05-26,"BC","Northern","Northwest",0,0
2020-05-26,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-05-26,"BC","Vancouver Coastal","All",0,1
2020-05-26,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0
2020-05-26,"BC","Vancouver Coastal","Richmond",0,0
2020-05-26,"BC","Vancouver Coastal","Unknown",0,0
2020-05-26,"BC","Vancouver Coastal","Vancouver",0,1
2020-05-26,"BC","Vancouver Island","All",0,0.43
2020-05-26,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-05-26,"BC","Vancouver Island","North Vancouver Island",0,0
2020-05-26,"BC","Vancouver Island","South Vancouver Island",0,0.43
2020-05-26,"Out of Canada","Out of Canada","Out of Canada",0,0.43
2020-05-27,"BC","All","All",9,9.71
2020-05-27,"BC","Fraser","All",6,7.29
2020-05-27,"BC","Fraser","Fraser East",2,2.43
2020-05-27,"BC","Fraser","Fraser North",0,0.57
2020-05-27,"BC","Fraser","Fraser South",4,4.29
2020-05-27,"BC","Fraser","Unknown",0,0
2020-05-27,"BC","Interior","All",1,0.29
2020-05-27,"BC","Interior","East Kootenay",0,0
2020-05-27,"BC","Interior","Kootenay Boundary",0,0
2020-05-27,"BC","Interior","Okanagan",1,0.14
2020-05-27,"BC","Interior","Thompson Cariboo Shuswap",0,0.14
2020-05-27,"BC","Northern","All",0,0.43
2020-05-27,"BC","Northern","Northeast",0,0
2020-05-27,"BC","Northern","Northern Interior",0,0.43
2020-05-27,"BC","Northern","Northwest",0,0
2020-05-27,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-05-27,"BC","Vancouver Coastal","All",2,1.29
2020-05-27,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0
2020-05-27,"BC","Vancouver Coastal","Richmond",0,0
2020-05-27,"BC","Vancouver Coastal","Unknown",0,0
2020-05-27,"BC","Vancouver Coastal","Vancouver",2,1.29
2020-05-27,"BC","Vancouver Island","All",0,0.43
2020-05-27,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-05-27,"BC","Vancouver Island","North Vancouver Island",0,0
2020-05-27,"BC","Vancouver Island","South Vancouver Island",0,0.43
2020-05-27,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2020-05-28,"BC","All","All",9,7.71
2020-05-28,"BC","Fraser","All",9,6.43
2020-05-28,"BC","Fraser","Fraser East",4,2
2020-05-28,"BC","Fraser","Fraser North",1,0.57
2020-05-28,"BC","Fraser","Fraser South",4,3.86
2020-05-28,"BC","Fraser","Unknown",0,0
2020-05-28,"BC","Interior","All",0,0.14
2020-05-28,"BC","Interior","East Kootenay",0,0
2020-05-28,"BC","Interior","Kootenay Boundary",0,0
2020-05-28,"BC","Interior","Okanagan",0,0.14
2020-05-28,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-05-28,"BC","Northern","All",0,0.14
2020-05-28,"BC","Northern","Northeast",0,0
2020-05-28,"BC","Northern","Northern Interior",0,0.14
2020-05-28,"BC","Northern","Northwest",0,0
2020-05-28,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-05-28,"BC","Vancouver Coastal","All",0,0.86
2020-05-28,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0
2020-05-28,"BC","Vancouver Coastal","Richmond",0,0
2020-05-28,"BC","Vancouver Coastal","Unknown",0,0
2020-05-28,"BC","Vancouver Coastal","Vancouver",0,0.86
2020-05-28,"BC","Vancouver Island","All",0,0.14
2020-05-28,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-05-28,"BC","Vancouver Island","North Vancouver Island",0,0
2020-05-28,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-05-28,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2020-05-29,"BC","All","All",12,8.29
2020-05-29,"BC","Fraser","All",9,6.86
2020-05-29,"BC","Fraser","Fraser East",2,2
2020-05-29,"BC","Fraser","Fraser North",0,0.43
2020-05-29,"BC","Fraser","Fraser South",7,4.43
2020-05-29,"BC","Fraser","Unknown",0,0
2020-05-29,"BC","Interior","All",0,0.14
2020-05-29,"BC","Interior","East Kootenay",0,0
2020-05-29,"BC","Interior","Kootenay Boundary",0,0
2020-05-29,"BC","Interior","Okanagan",0,0.14
2020-05-29,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-05-29,"BC","Northern","All",1,0.29
2020-05-29,"BC","Northern","Northeast",0,0
2020-05-29,"BC","Northern","Northern Interior",1,0.29
2020-05-29,"BC","Northern","Northwest",0,0
2020-05-29,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-05-29,"BC","Vancouver Coastal","All",2,1
2020-05-29,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0
2020-05-29,"BC","Vancouver Coastal","Richmond",0,0
2020-05-29,"BC","Vancouver Coastal","Unknown",0,0
2020-05-29,"BC","Vancouver Coastal","Vancouver",2,1
2020-05-29,"BC","Vancouver Island","All",0,0
2020-05-29,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-05-29,"BC","Vancouver Island","North Vancouver Island",0,0
2020-05-29,"BC","Vancouver Island","South Vancouver Island",0,0
2020-05-29,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2020-05-30,"BC","All","All",13,9
2020-05-30,"BC","Fraser","All",13,7.86
2020-05-30,"BC","Fraser","Fraser East",1,2.14
2020-05-30,"BC","Fraser","Fraser North",0,0.43
2020-05-30,"BC","Fraser","Fraser South",12,5.29
2020-05-30,"BC","Fraser","Unknown",0,0
2020-05-30,"BC","Interior","All",0,0.14
2020-05-30,"BC","Interior","East Kootenay",0,0
2020-05-30,"BC","Interior","Kootenay Boundary",0,0
2020-05-30,"BC","Interior","Okanagan",0,0.14
2020-05-30,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-05-30,"BC","Northern","All",0,0.29
2020-05-30,"BC","Northern","Northeast",0,0
2020-05-30,"BC","Northern","Northern Interior",0,0.29
2020-05-30,"BC","Northern","Northwest",0,0
2020-05-30,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-05-30,"BC","Vancouver Coastal","All",0,0.71
2020-05-30,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0
2020-05-30,"BC","Vancouver Coastal","Richmond",0,0
2020-05-30,"BC","Vancouver Coastal","Unknown",0,0
2020-05-30,"BC","Vancouver Coastal","Vancouver",0,0.71
2020-05-30,"BC","Vancouver Island","All",0,0
2020-05-30,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-05-30,"BC","Vancouver Island","North Vancouver Island",0,0
2020-05-30,"BC","Vancouver Island","South Vancouver Island",0,0
2020-05-30,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2020-05-31,"BC","All","All",9,9.14
2020-05-31,"BC","Fraser","All",7,7.71
2020-05-31,"BC","Fraser","Fraser East",2,1.71
2020-05-31,"BC","Fraser","Fraser North",1,0.43
2020-05-31,"BC","Fraser","Fraser South",4,5.57
2020-05-31,"BC","Fraser","Unknown",0,0
2020-05-31,"BC","Interior","All",0,0.14
2020-05-31,"BC","Interior","East Kootenay",0,0
2020-05-31,"BC","Interior","Kootenay Boundary",0,0
2020-05-31,"BC","Interior","Okanagan",0,0.14
2020-05-31,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-05-31,"BC","Northern","All",0,0.29
2020-05-31,"BC","Northern","Northeast",0,0
2020-05-31,"BC","Northern","Northern Interior",0,0.29
2020-05-31,"BC","Northern","Northwest",0,0
2020-05-31,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-05-31,"BC","Vancouver Coastal","All",2,1
2020-05-31,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",2,0.29
2020-05-31,"BC","Vancouver Coastal","Richmond",0,0
2020-05-31,"BC","Vancouver Coastal","Unknown",0,0
2020-05-31,"BC","Vancouver Coastal","Vancouver",0,0.71
2020-05-31,"BC","Vancouver Island","All",0,0
2020-05-31,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-05-31,"BC","Vancouver Island","North Vancouver Island",0,0
2020-05-31,"BC","Vancouver Island","South Vancouver Island",0,0
2020-05-31,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-06-01,"BC","All","All",13,10
2020-06-01,"BC","Fraser","All",13,8.71
2020-06-01,"BC","Fraser","Fraser East",9,3
2020-06-01,"BC","Fraser","Fraser North",0,0.43
2020-06-01,"BC","Fraser","Fraser South",4,5.29
2020-06-01,"BC","Fraser","Unknown",0,0
2020-06-01,"BC","Interior","All",0,0.14
2020-06-01,"BC","Interior","East Kootenay",0,0
2020-06-01,"BC","Interior","Kootenay Boundary",0,0
2020-06-01,"BC","Interior","Okanagan",0,0.14
2020-06-01,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-06-01,"BC","Northern","All",0,0.29
2020-06-01,"BC","Northern","Northeast",0,0
2020-06-01,"BC","Northern","Northern Interior",0,0.29
2020-06-01,"BC","Northern","Northwest",0,0
2020-06-01,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-06-01,"BC","Vancouver Coastal","All",0,0.86
2020-06-01,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0.29
2020-06-01,"BC","Vancouver Coastal","Richmond",0,0
2020-06-01,"BC","Vancouver Coastal","Unknown",0,0
2020-06-01,"BC","Vancouver Coastal","Vancouver",0,0.57
2020-06-01,"BC","Vancouver Island","All",0,0
2020-06-01,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-06-01,"BC","Vancouver Island","North Vancouver Island",0,0
2020-06-01,"BC","Vancouver Island","South Vancouver Island",0,0
2020-06-01,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-06-02,"BC","All","All",12,11
2020-06-02,"BC","Fraser","All",10,9.57
2020-06-02,"BC","Fraser","Fraser East",7,3.86
2020-06-02,"BC","Fraser","Fraser North",1,0.43
2020-06-02,"BC","Fraser","Fraser South",2,5.29
2020-06-02,"BC","Fraser","Unknown",0,0
2020-06-02,"BC","Interior","All",0,0.14
2020-06-02,"BC","Interior","East Kootenay",0,0
2020-06-02,"BC","Interior","Kootenay Boundary",0,0
2020-06-02,"BC","Interior","Okanagan",0,0.14
2020-06-02,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-06-02,"BC","Northern","All",0,0.14
2020-06-02,"BC","Northern","Northeast",0,0
2020-06-02,"BC","Northern","Northern Interior",0,0.14
2020-06-02,"BC","Northern","Northwest",0,0
2020-06-02,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-06-02,"BC","Vancouver Coastal","All",2,1.14
2020-06-02,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",2,0.57
2020-06-02,"BC","Vancouver Coastal","Richmond",0,0
2020-06-02,"BC","Vancouver Coastal","Unknown",0,0
2020-06-02,"BC","Vancouver Coastal","Vancouver",0,0.57
2020-06-02,"BC","Vancouver Island","All",0,0
2020-06-02,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-06-02,"BC","Vancouver Island","North Vancouver Island",0,0
2020-06-02,"BC","Vancouver Island","South Vancouver Island",0,0
2020-06-02,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-06-03,"BC","All","All",3,10.14
2020-06-03,"BC","Fraser","All",3,9.14
2020-06-03,"BC","Fraser","Fraser East",2,3.86
2020-06-03,"BC","Fraser","Fraser North",0,0.43
2020-06-03,"BC","Fraser","Fraser South",1,4.86
2020-06-03,"BC","Fraser","Unknown",0,0
2020-06-03,"BC","Interior","All",0,0
2020-06-03,"BC","Interior","East Kootenay",0,0
2020-06-03,"BC","Interior","Kootenay Boundary",0,0
2020-06-03,"BC","Interior","Okanagan",0,0
2020-06-03,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-06-03,"BC","Northern","All",0,0.14
2020-06-03,"BC","Northern","Northeast",0,0
2020-06-03,"BC","Northern","Northern Interior",0,0.14
2020-06-03,"BC","Northern","Northwest",0,0
2020-06-03,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-06-03,"BC","Vancouver Coastal","All",0,0.86
2020-06-03,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0.57
2020-06-03,"BC","Vancouver Coastal","Richmond",0,0
2020-06-03,"BC","Vancouver Coastal","Unknown",0,0
2020-06-03,"BC","Vancouver Coastal","Vancouver",0,0.29
2020-06-03,"BC","Vancouver Island","All",0,0
2020-06-03,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-06-03,"BC","Vancouver Island","North Vancouver Island",0,0
2020-06-03,"BC","Vancouver Island","South Vancouver Island",0,0
2020-06-03,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-06-04,"BC","All","All",9,10.14
2020-06-04,"BC","Fraser","All",9,9.14
2020-06-04,"BC","Fraser","Fraser East",0,3.29
2020-06-04,"BC","Fraser","Fraser North",0,0.29
2020-06-04,"BC","Fraser","Fraser South",9,5.57
2020-06-04,"BC","Fraser","Unknown",0,0
2020-06-04,"BC","Interior","All",0,0
2020-06-04,"BC","Interior","East Kootenay",0,0
2020-06-04,"BC","Interior","Kootenay Boundary",0,0
2020-06-04,"BC","Interior","Okanagan",0,0
2020-06-04,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-06-04,"BC","Northern","All",0,0.14
2020-06-04,"BC","Northern","Northeast",0,0
2020-06-04,"BC","Northern","Northern Interior",0,0.14
2020-06-04,"BC","Northern","Northwest",0,0
2020-06-04,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-06-04,"BC","Vancouver Coastal","All",0,0.86
2020-06-04,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0.57
2020-06-04,"BC","Vancouver Coastal","Richmond",0,0
2020-06-04,"BC","Vancouver Coastal","Unknown",0,0
2020-06-04,"BC","Vancouver Coastal","Vancouver",0,0.29
2020-06-04,"BC","Vancouver Island","All",0,0
2020-06-04,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-06-04,"BC","Vancouver Island","North Vancouver Island",0,0
2020-06-04,"BC","Vancouver Island","South Vancouver Island",0,0
2020-06-04,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-06-05,"BC","All","All",5,9.14
2020-06-05,"BC","Fraser","All",5,8.57
2020-06-05,"BC","Fraser","Fraser East",2,3.29
2020-06-05,"BC","Fraser","Fraser North",0,0.29
2020-06-05,"BC","Fraser","Fraser South",3,5
2020-06-05,"BC","Fraser","Unknown",0,0
2020-06-05,"BC","Interior","All",0,0
2020-06-05,"BC","Interior","East Kootenay",0,0
2020-06-05,"BC","Interior","Kootenay Boundary",0,0
2020-06-05,"BC","Interior","Okanagan",0,0
2020-06-05,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-06-05,"BC","Northern","All",0,0
2020-06-05,"BC","Northern","Northeast",0,0
2020-06-05,"BC","Northern","Northern Interior",0,0
2020-06-05,"BC","Northern","Northwest",0,0
2020-06-05,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-06-05,"BC","Vancouver Coastal","All",0,0.57
2020-06-05,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0.57
2020-06-05,"BC","Vancouver Coastal","Richmond",0,0
2020-06-05,"BC","Vancouver Coastal","Unknown",0,0
2020-06-05,"BC","Vancouver Coastal","Vancouver",0,0
2020-06-05,"BC","Vancouver Island","All",0,0
2020-06-05,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-06-05,"BC","Vancouver Island","North Vancouver Island",0,0
2020-06-05,"BC","Vancouver Island","South Vancouver Island",0,0
2020-06-05,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-06-06,"BC","All","All",10,8.71
2020-06-06,"BC","Fraser","All",10,8.14
2020-06-06,"BC","Fraser","Fraser East",5,3.86
2020-06-06,"BC","Fraser","Fraser North",0,0.29
2020-06-06,"BC","Fraser","Fraser South",5,4
2020-06-06,"BC","Fraser","Unknown",0,0
2020-06-06,"BC","Interior","All",0,0
2020-06-06,"BC","Interior","East Kootenay",0,0
2020-06-06,"BC","Interior","Kootenay Boundary",0,0
2020-06-06,"BC","Interior","Okanagan",0,0
2020-06-06,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-06-06,"BC","Northern","All",0,0
2020-06-06,"BC","Northern","Northeast",0,0
2020-06-06,"BC","Northern","Northern Interior",0,0
2020-06-06,"BC","Northern","Northwest",0,0
2020-06-06,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-06-06,"BC","Vancouver Coastal","All",0,0.57
2020-06-06,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0.57
2020-06-06,"BC","Vancouver Coastal","Richmond",0,0
2020-06-06,"BC","Vancouver Coastal","Unknown",0,0
2020-06-06,"BC","Vancouver Coastal","Vancouver",0,0
2020-06-06,"BC","Vancouver Island","All",0,0
2020-06-06,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-06-06,"BC","Vancouver Island","North Vancouver Island",0,0
2020-06-06,"BC","Vancouver Island","South Vancouver Island",0,0
2020-06-06,"Out of Canada","Out of Canada","Out of Canada",1,0.14
2020-06-07,"BC","All","All",8,8.57
2020-06-07,"BC","Fraser","All",8,8.29
2020-06-07,"BC","Fraser","Fraser East",5,4.29
2020-06-07,"BC","Fraser","Fraser North",0,0.14
2020-06-07,"BC","Fraser","Fraser South",3,3.86
2020-06-07,"BC","Fraser","Unknown",0,0
2020-06-07,"BC","Interior","All",0,0
2020-06-07,"BC","Interior","East Kootenay",0,0
2020-06-07,"BC","Interior","Kootenay Boundary",0,0
2020-06-07,"BC","Interior","Okanagan",0,0
2020-06-07,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-06-07,"BC","Northern","All",0,0
2020-06-07,"BC","Northern","Northeast",0,0
2020-06-07,"BC","Northern","Northern Interior",0,0
2020-06-07,"BC","Northern","Northwest",0,0
2020-06-07,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-06-07,"BC","Vancouver Coastal","All",0,0.29
2020-06-07,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0.29
2020-06-07,"BC","Vancouver Coastal","Richmond",0,0
2020-06-07,"BC","Vancouver Coastal","Unknown",0,0
2020-06-07,"BC","Vancouver Coastal","Vancouver",0,0
2020-06-07,"BC","Vancouver Island","All",0,0
2020-06-07,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-06-07,"BC","Vancouver Island","North Vancouver Island",0,0
2020-06-07,"BC","Vancouver Island","South Vancouver Island",0,0
2020-06-07,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-06-08,"BC","All","All",6,7.57
2020-06-08,"BC","Fraser","All",4,7
2020-06-08,"BC","Fraser","Fraser East",4,3.57
2020-06-08,"BC","Fraser","Fraser North",0,0.14
2020-06-08,"BC","Fraser","Fraser South",0,3.29
2020-06-08,"BC","Fraser","Unknown",0,0
2020-06-08,"BC","Interior","All",0,0
2020-06-08,"BC","Interior","East Kootenay",0,0
2020-06-08,"BC","Interior","Kootenay Boundary",0,0
2020-06-08,"BC","Interior","Okanagan",0,0
2020-06-08,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-06-08,"BC","Northern","All",1,0.14
2020-06-08,"BC","Northern","Northeast",1,0.14
2020-06-08,"BC","Northern","Northern Interior",0,0
2020-06-08,"BC","Northern","Northwest",0,0
2020-06-08,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-06-08,"BC","Vancouver Coastal","All",1,0.43
2020-06-08,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0.29
2020-06-08,"BC","Vancouver Coastal","Richmond",0,0
2020-06-08,"BC","Vancouver Coastal","Unknown",0,0
2020-06-08,"BC","Vancouver Coastal","Vancouver",1,0.14
2020-06-08,"BC","Vancouver Island","All",0,0
2020-06-08,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-06-08,"BC","Vancouver Island","North Vancouver Island",0,0
2020-06-08,"BC","Vancouver Island","South Vancouver Island",0,0
2020-06-08,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-06-09,"BC","All","All",15,8
2020-06-09,"BC","Fraser","All",11,7.14
2020-06-09,"BC","Fraser","Fraser East",10,4
2020-06-09,"BC","Fraser","Fraser North",0,0
2020-06-09,"BC","Fraser","Fraser South",1,3.14
2020-06-09,"BC","Fraser","Unknown",0,0
2020-06-09,"BC","Interior","All",0,0
2020-06-09,"BC","Interior","East Kootenay",0,0
2020-06-09,"BC","Interior","Kootenay Boundary",0,0
2020-06-09,"BC","Interior","Okanagan",0,0
2020-06-09,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-06-09,"BC","Northern","All",0,0.14
2020-06-09,"BC","Northern","Northeast",0,0.14
2020-06-09,"BC","Northern","Northern Interior",0,0
2020-06-09,"BC","Northern","Northwest",0,0
2020-06-09,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-06-09,"BC","Vancouver Coastal","All",4,0.71
2020-06-09,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0
2020-06-09,"BC","Vancouver Coastal","Richmond",0,0
2020-06-09,"BC","Vancouver Coastal","Unknown",0,0
2020-06-09,"BC","Vancouver Coastal","Vancouver",4,0.71
2020-06-09,"BC","Vancouver Island","All",0,0
2020-06-09,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-06-09,"BC","Vancouver Island","North Vancouver Island",0,0
2020-06-09,"BC","Vancouver Island","South Vancouver Island",0,0
2020-06-09,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-06-10,"BC","All","All",15,9.71
2020-06-10,"BC","Fraser","All",13,8.57
2020-06-10,"BC","Fraser","Fraser East",10,5.14
2020-06-10,"BC","Fraser","Fraser North",0,0
2020-06-10,"BC","Fraser","Fraser South",3,3.43
2020-06-10,"BC","Fraser","Unknown",0,0
2020-06-10,"BC","Interior","All",0,0
2020-06-10,"BC","Interior","East Kootenay",0,0
2020-06-10,"BC","Interior","Kootenay Boundary",0,0
2020-06-10,"BC","Interior","Okanagan",0,0
2020-06-10,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-06-10,"BC","Northern","All",0,0.14
2020-06-10,"BC","Northern","Northeast",0,0.14
2020-06-10,"BC","Northern","Northern Interior",0,0
2020-06-10,"BC","Northern","Northwest",0,0
2020-06-10,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-06-10,"BC","Vancouver Coastal","All",2,1
2020-06-10,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0
2020-06-10,"BC","Vancouver Coastal","Richmond",0,0
2020-06-10,"BC","Vancouver Coastal","Unknown",0,0
2020-06-10,"BC","Vancouver Coastal","Vancouver",2,1
2020-06-10,"BC","Vancouver Island","All",0,0
2020-06-10,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-06-10,"BC","Vancouver Island","North Vancouver Island",0,0
2020-06-10,"BC","Vancouver Island","South Vancouver Island",0,0
2020-06-10,"Out of Canada","Out of Canada","Out of Canada",3,0.57
2020-06-11,"BC","All","All",10,9.86
2020-06-11,"BC","Fraser","All",4,7.86
2020-06-11,"BC","Fraser","Fraser East",2,5.43
2020-06-11,"BC","Fraser","Fraser North",1,0.14
2020-06-11,"BC","Fraser","Fraser South",1,2.29
2020-06-11,"BC","Fraser","Unknown",0,0
2020-06-11,"BC","Interior","All",1,0.14
2020-06-11,"BC","Interior","East Kootenay",0,0
2020-06-11,"BC","Interior","Kootenay Boundary",0,0
2020-06-11,"BC","Interior","Okanagan",0,0
2020-06-11,"BC","Interior","Thompson Cariboo Shuswap",1,0.14
2020-06-11,"BC","Northern","All",0,0.14
2020-06-11,"BC","Northern","Northeast",0,0.14
2020-06-11,"BC","Northern","Northern Interior",0,0
2020-06-11,"BC","Northern","Northwest",0,0
2020-06-11,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-06-11,"BC","Vancouver Coastal","All",5,1.71
2020-06-11,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0
2020-06-11,"BC","Vancouver Coastal","Richmond",0,0
2020-06-11,"BC","Vancouver Coastal","Unknown",0,0
2020-06-11,"BC","Vancouver Coastal","Vancouver",5,1.71
2020-06-11,"BC","Vancouver Island","All",0,0
2020-06-11,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-06-11,"BC","Vancouver Island","North Vancouver Island",0,0
2020-06-11,"BC","Vancouver Island","South Vancouver Island",0,0
2020-06-11,"Out of Canada","Out of Canada","Out of Canada",2,0.86
2020-06-12,"BC","All","All",16,11.43
2020-06-12,"BC","Fraser","All",11,8.71
2020-06-12,"BC","Fraser","Fraser East",7,6.14
2020-06-12,"BC","Fraser","Fraser North",0,0.14
2020-06-12,"BC","Fraser","Fraser South",4,2.43
2020-06-12,"BC","Fraser","Unknown",0,0
2020-06-12,"BC","Interior","All",0,0.14
2020-06-12,"BC","Interior","East Kootenay",0,0
2020-06-12,"BC","Interior","Kootenay Boundary",0,0
2020-06-12,"BC","Interior","Okanagan",0,0
2020-06-12,"BC","Interior","Thompson Cariboo Shuswap",0,0.14
2020-06-12,"BC","Northern","All",0,0.14
2020-06-12,"BC","Northern","Northeast",0,0.14
2020-06-12,"BC","Northern","Northern Interior",0,0
2020-06-12,"BC","Northern","Northwest",0,0
2020-06-12,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-06-12,"BC","Vancouver Coastal","All",5,2.43
2020-06-12,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0
2020-06-12,"BC","Vancouver Coastal","Richmond",0,0
2020-06-12,"BC","Vancouver Coastal","Unknown",0,0
2020-06-12,"BC","Vancouver Coastal","Vancouver",5,2.43
